,drug_concept_id,ATC_1_id,ATC_1_name,ATC_2_id,ATC_2_name,ATC_3_id,ATC_3_name,ATC_4_id,ATC_4_name,ATC_5_id,ATC_5_name
378,1134439,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604752,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",21604765,Xanthine derivatives,21604766,caffeine
379,1502905,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600713,INSULINS AND ANALOGUES,21600735,"Insulins and analogues for injection, long-acting",21600739,insulin glargine
380,1149196,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603491,Piperazine derivatives,21603497,cetirizine
381,1551860,21601237,CARDIOVASCULAR SYSTEM,21601853,LIPID MODIFYING AGENTS,21601854,"LIPID MODIFYING AGENTS, PLAIN",21601855,HMG CoA reductase inhibitors,21601858,pravastatin
382,1314577,21601237,CARDIOVASCULAR SYSTEM,21601664,BETA BLOCKING AGENTS,21601665,BETA BLOCKING AGENTS,21601682,"Beta blocking agents, selective",21601694,nebivolol
383,19080226,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,21604746,milnacipran
384,924566,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602666,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,21602667,Alpha-adrenoreceptor antagonists,21602669,tamsulosin
385,751889,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603848,IMMUNOSTIMULANTS,21603849,IMMUNOSTIMULANTS,21603874,Other immunostimulants,21603886,glatiramer acetate
386,735843,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,21603904,natalizumab
387,777221,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604564,ANXIOLYTICS,21604589,Diphenylmethane derivatives,21604590,hydroxyzine
388,1741309,21601907,DERMATOLOGICALS,21601908,ANTIFUNGALS FOR DERMATOLOGICAL USE,21601909,ANTIFUNGALS FOR TOPICAL USE,21601939,Other antifungals for topical use,21601954,terbinafine
389,1347384,21601237,CARDIOVASCULAR SYSTEM,21601782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,21601822,"ANGIOTENSIN II ANTAGONISTS, PLAIN",21601823,"Angiotensin II antagonists, plain",21601827,irbesartan
390,1436678,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603812,ENDOCRINE THERAPY,21603829,HORMONE ANTAGONISTS AND RELATED AGENTS,21603830,Anti-estrogens,21603831,tamoxifen
391,19122121,,,,,,,,,,
392,715939,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604709,Selective serotonin reuptake inhibitors,21604718,escitalopram
393,1360067,,,,,,,,,,
394,1301152,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604606,HYPNOTICS AND SEDATIVES,21604658,Melatonin receptor agonists,21604659,melatonin
395,712615,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604525,Indole derivatives,21604529,ziprasidone
396,1526475,21601237,CARDIOVASCULAR SYSTEM,21601853,LIPID MODIFYING AGENTS,21601854,"LIPID MODIFYING AGENTS, PLAIN",21601888,Other lipid modifying agents,21601896,ezetimibe
397,1340128,21601237,CARDIOVASCULAR SYSTEM,21601782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,21601783,"ACE INHIBITORS, PLAIN",21601784,"ACE inhibitors, plain",21601785,captopril
398,1103006,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603503,Other antihistamines for systemic use,21603526,desloratadine
399,739138,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604709,Selective serotonin reuptake inhibitors,21604714,sertraline
400,1301125,21600959,BLOOD AND BLOOD FORMING ORGANS,21601077,ANTIANEMIC PREPARATIONS,21601131,OTHER ANTIANEMIC PREPARATIONS,21601132,Other antianemic preparations,21601133,erythropoietin
401,1796458,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602894,Third-generation cephalosporins,21602909,cefdinir
402,1103374,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603991,Coxibs,21603994,valdecoxib
403,1714165,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603848,IMMUNOSTIMULANTS,21603849,IMMUNOSTIMULANTS,21603857,Interferons,21603868,peginterferon alfa-2a
404,1348265,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603812,ENDOCRINE THERAPY,21603829,HORMONE ANTAGONISTS AND RELATED AGENTS,21603838,Aromatase inhibitors,21603841,anastrozole
405,1589505,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602472,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,21602496,Progestogens,21602499,levonorgestrel
406,950637,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21602323,OTHER DERMATOLOGICAL PREPARATIONS,21602324,OTHER DERMATOLOGICAL PREPARATIONS,21603923,Calcineurin inhibitors,21602338,tacrolimus
407,40147374,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602929,SULFONAMIDES AND TRIMETHOPRIM,21602930,Trimethoprim and derivatives,21602945,sulfamethoxazole
408,1537655,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21602779,CALCIUM HOMEOSTASIS,21602785,ANTI-PARATHYROID AGENTS,21602786,Calcitonin preparations,21602787,calcitonin (salmon synthetic)
409,991876,21600001,ALIMENTARY TRACT AND METABOLISM,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600642,ANTIPROPULSIVES,21600643,Antipropulsives,21600646,loperamide
410,40131393,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603998,"Other antiinflammatory and antirheumatic agents, non-steroids",21604002,glucosamine
411,1314924,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601434,Pyrimidine analogues,21601439,gemcitabine
412,19010970,,,,,,,,,,
413,1558242,21601237,CARDIOVASCULAR SYSTEM,21601853,LIPID MODIFYING AGENTS,21601854,"LIPID MODIFYING AGENTS, PLAIN",21601864,Fibrates,21601868,gemfibrozil
414,40003695,21605007,RESPIRATORY SYSTEM,21603365,COUGH AND COLD PREPARATIONS,21603395,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",21603396,Opium alkaloids and derivatives,21603399,codeine
415,19087090,21604180,NERVOUS SYSTEM,21604443,ANTI-PARKINSON DRUGS,21604462,DOPAMINERGIC AGENTS,21604470,Adamantane derivatives,21604471,amantadine
416,1103640,21604180,NERVOUS SYSTEM,21604801,OTHER NERVOUS SYSTEM DRUGS,21604816,DRUGS USED IN ADDICTIVE DISORDERS,21604825,Drugs used in opioid dependence,21604827,methadone
417,1710612,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603180,"Antivirals for treatment of HIV infections, combinations",21603160,zidovudine
418,1781406,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603159,Nucleoside and nucleotide reverse transcriptase inhibitors,21603163,stavudine
419,1715472,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603148,Protease inhibitors,21603152,nelfinavir
420,1710281,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603159,Nucleoside and nucleotide reverse transcriptase inhibitors,21603166,tenofovir disoproxil
421,1769389,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603172,Non-nucleoside reverse transcriptase inhibitors,21603173,nevirapine
422,1738135,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603172,Non-nucleoside reverse transcriptase inhibitors,21603175,efavirenz
423,1736971,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603180,"Antivirals for treatment of HIV infections, combinations",21603165,abacavir
424,1724869,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603159,Nucleoside and nucleotide reverse transcriptase inhibitors,21603161,didanosine
425,1313200,21601237,CARDIOVASCULAR SYSTEM,21601664,BETA BLOCKING AGENTS,21601665,BETA BLOCKING AGENTS,21601666,"Beta blocking agents, non-selective",21601673,nadolol
426,44817909,21605007,RESPIRATORY SYSTEM,21603365,COUGH AND COLD PREPARATIONS,21603395,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",21603396,Opium alkaloids and derivatives,21603399,codeine
427,789578,21604180,NERVOUS SYSTEM,21604443,ANTI-PARKINSON DRUGS,21604462,DOPAMINERGIC AGENTS,21604463,Dopa and dopa derivatives,21604464,levodopa
428,19047423,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21600997,abciximab
429,1786055,21605212,VARIOUS,21605227,ALL OTHER THERAPEUTIC PRODUCTS,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21605259,Iron chelating agents,21605262,deferasirox
430,1377141,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603787,hydroxycarbamide
431,733523,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604792,ANTI-DEMENTIA DRUGS,21604793,Anticholinesterases,21604796,rivastigmine
432,988095,21600001,ALIMENTARY TRACT AND METABOLISM,21600509,BILE AND LIVER THERAPY,21600510,BILE THERAPY,21600511,Bile acids and derivatives,21600513,ursodeoxycholic acid
433,19035344,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600962,Vitamin K antagonists,21600966,phenprocoumon
434,794852,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604491,Phenothiazines with aliphatic side-chain,21604492,chlorpromazine
435,1308473,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600972,Heparin group,21600981,tinzaparin
436,701322,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604792,ANTI-DEMENTIA DRUGS,21604798,Other anti-dementia drugs,21604799,memantine
437,1717240,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600003,STOMATOLOGICAL PREPARATIONS,21600602,Antibiotics,21600014,amphotericin B
438,19113013,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600962,Vitamin K antagonists,40252605,fluindione
439,40241331,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601027,Other antithrombotic agents,43534761,rivaroxaban
440,1354118,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21600994,epoprostenol
441,1367268,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603797,irinotecan
442,909358,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603491,Piperazine derivatives,21603493,cyclizine
443,907879,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602360,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,21601909,ANTIFUNGALS FOR TOPICAL USE,21601919,Imidazole and triazole derivatives,21600019,miconazole
444,1185922,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603966,Propionic acid derivatives,21603969,ketoprofen
445,1319193,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,21603773,gefitinib
446,1799139,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603177,Neuraminidase inhibitors,21603179,oseltamivir
447,1350504,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601445,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,21601452,Podophyllotoxin derivatives,21603718,etoposide
448,19059796,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600744,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",21600749,Sulfonylureas,21600758,gliclazide
449,1327256,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21601003,treprostinil
450,1315865,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601027,Other antithrombotic agents,21601030,fondaparinux
451,1595799,21600959,BLOOD AND BLOOD FORMING ORGANS,21601077,ANTIANEMIC PREPARATIONS,21601078,IRON PREPARATIONS,21601079,"Iron bivalent, oral preparations",21601081,ferrous fumarate
452,1322199,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21600999,eptifibatide
453,1325363,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,21603774,erlotinib
454,19071936,,,,,,,,,,
455,1709170,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602920,Carbapenems,21602921,meropenem
456,40166942,,,,,,,,,,
457,19014977,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600315,VASODILATORS USED IN CARDIAC DISEASES,21600337,Other vasodilators used in cardiac diseases,21600353,nicorandil
458,19047135,,,,,,,,,,
459,40020053,,,,,,,,,,
460,952004,21605212,VARIOUS,21605227,ALL OTHER THERAPEUTIC PRODUCTS,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21605263,Drugs for treatment of hyperkalemia and hyperphosphatemia,21605265,sevelamer
461,955372,,,,,,,,,,
462,1311078,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601434,Pyrimidine analogues,21601435,cytarabine
463,1304919,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601422,Folic acid analogues,21601425,pemetrexed
464,19011440,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,21603900,everolimus
465,1301065,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600972,Heparin group,21600975,dalteparin
466,724816,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604564,ANXIOLYTICS,21604565,Benzodiazepine derivatives,21604569,oxazepam
467,19005626,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600360,OTHER CARDIAC PREPARATIONS,21600363,Other cardiac preparations,21600374,trimetazidine
468,1301267,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601388,ALKYLATING AGENTS,21601389,Nitrogen mustard analogues,21601392,melphalan
469,1302398,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21600990,ticlopidine
470,1000772,21600001,ALIMENTARY TRACT AND METABOLISM,21600490,ANTIEMETICS AND ANTINAUSEANTS,21600491,ANTIEMETICS AND ANTINAUSEANTS,21600492,Serotonin (5HT3) antagonists,21600494,granisetron
471,40077118,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602818,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",21602858,Beta-lactamase inhibitors,21602831,piperacillin
472,985247,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600047,ANTACIDS,21600055,Aluminium compounds,21600075,magaldrate and antiflatulents
473,930021,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602666,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,21602667,Alpha-adrenoreceptor antagonists,21602668,alfuzosin
474,1347450,,,,,,,,,,
475,19024063,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600962,Vitamin K antagonists,21600967,acenocoumarol
476,40241186,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,40252640,ticagrelor
477,1337860,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600279,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,21600280,Adrenergic and dopaminergic agents,21600284,dopamine
478,1337720,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600279,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,21600280,Adrenergic and dopaminergic agents,21600287,dobutamine
479,1135766,21605007,RESPIRATORY SYSTEM,21603551,OPHTHALMOLOGICALS,21605125,OTHER OPHTHALMOLOGICALS,21605126,Other ophthalmologicals,21605068,phenylephrine
480,19038440,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603914,Interleukin inhibitors,21603916,basiliximab
481,1344143,21600959,BLOOD AND BLOOD FORMING ORGANS,21601136,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,21601137,BLOOD AND RELATED PRODUCTS,21601138,Blood substitutes and plasma protein fractions,21601139,albumin
482,782043,21604180,NERVOUS SYSTEM,21604181,ANESTHETICS,21604182,"ANESTHETICS, GENERAL",21604186,Halogenated hydrocarbons,21604191,isoflurane
483,19034726,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,21603897,sirolimus
484,1136487,21604180,NERVOUS SYSTEM,21604181,ANESTHETICS,21604220,"ANESTHETICS, LOCAL",21604228,Amides,21604237,ropivacaine
485,917006,21605007,RESPIRATORY SYSTEM,21603215,THROAT PREPARATIONS,21601606,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,21603241,"Anesthetics, local",21601620,benzocaine
486,1139042,21605007,RESPIRATORY SYSTEM,21603365,COUGH AND COLD PREPARATIONS,21605125,OTHER OPHTHALMOLOGICALS,21605126,Other ophthalmologicals,21603380,acetylcysteine
487,1318137,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601745,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,21601746,Dihydropyridine derivatives,21601750,nicardipine
488,19012598,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604070,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",21604077,Other quaternary ammonium compounds,21604080,vecuronium
489,836208,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604070,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",21604075,Choline derivatives,21604076,suxamethonium
490,1703063,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603130,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,21603140,valganciclovir
491,939506,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604303,OTHER ANALGESICS AND ANTIPYRETICS,21604304,Salicylic acid and derivatives,21604320,"acetylsalicylic acid, combinations excl. psycholeptics"
492,1778162,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602882,Second-generation cephalosporins,21602884,cefuroxime
493,19016749,21604180,NERVOUS SYSTEM,21604181,ANESTHETICS,21604182,"ANESTHETICS, GENERAL",21604200,Opioid anesthetics,21604206,remifentanil
494,19021129,21604180,NERVOUS SYSTEM,21604181,ANESTHETICS,21604182,"ANESTHETICS, GENERAL",21604208,Other general anesthetics,21604216,nitrous oxide
495,19054242,21605212,VARIOUS,21605227,ALL OTHER THERAPEUTIC PRODUCTS,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21605229,Antidotes,21605239,protamine
496,1350066,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601388,ALKYLATING AGENTS,21601406,Nitrosoureas,21601407,carmustine
497,717136,21604180,NERVOUS SYSTEM,21604801,OTHER NERVOUS SYSTEM DRUGS,21604802,PARASYMPATHOMIMETICS,21604803,Anticholinesterases,21604804,neostigmine
498,1750087,21605007,RESPIRATORY SYSTEM,21603215,THROAT PREPARATIONS,21602262,MEDICATED DRESSINGS,21602219,Iodine products,21602417,povidone-iodine
499,902722,,,,,,,,,,
500,19112635,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604254,OPIOIDS,21604255,Natural opium alkaloids,21604256,morphine
501,19084670,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601019,Direct thrombin inhibitors,21601025,bivalirudin
502,19081224,21605212,VARIOUS,21605372,CONTRAST MEDIA,21605373,"X-RAY CONTRAST MEDIA, IODINATED",21605385,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",21605389,iopamidol
503,1757803,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603130,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,21603135,ganciclovir
504,19003953,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604070,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",21604077,Other quaternary ammonium compounds,21604086,rocuronium bromide
505,19003472,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,21603895,antithymocyte immunoglobulin (rabbit)
506,1746114,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602818,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",21602819,Penicillins with extended spectrum,21602831,piperacillin
507,1321341,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600279,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,21600280,Adrenergic and dopaminergic agents,21600283,norepinephrine
508,45892419,21601907,DERMATOLOGICALS,21602054,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,21605188,ANTIINFECTIVES,21602061,Other antibiotics for topical use,21605195,gentamicin
509,1736887,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21603041,OTHER ANTIBACTERIALS,21603060,Other antibacterials,21603068,linezolid
510,19039298,21604180,NERVOUS SYSTEM,21604181,ANESTHETICS,21604182,"ANESTHETICS, GENERAL",21604186,Halogenated hydrocarbons,21604193,sevoflurane
511,963353,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600128,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600139,"Synthetic anticholinergics, quaternary ammonium compounds",21600141,glycopyrronium bromide
512,19078219,21604180,NERVOUS SYSTEM,21604181,ANESTHETICS,21604182,"ANESTHETICS, GENERAL",21604200,Opioid anesthetics,21604203,sufentanil
513,914335,21603550,SENSORY ORGANS,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21605058,MYDRIATICS AND CYCLOPLEGICS,21600191,"Belladonna alkaloids, tertiary amines",21605060,atropine
514,1395557,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601427,Purine analogues,21601431,fludarabine
